"Manufacturer"|"Model"|"EngineCapacity"|"FuelType"|"MetricUrbanCold"|"MetricExtraUrban"|"MetricCombined"|"ImperialUrbanCold"|"ImperialExtraUrban"|"ImperialCombined"|"CO2gkm"|"FuelCost12000Miles"|"EuroStandard"|"NoiseLeveldBA"|"EmissionsCOmgkm"|"THCEmissionsmgkm"|"EmissionsNOxmgkm"|"THC+NOxEmissionsmgkm"|"ParticulatesNo_mgkm"|"Tipo"
"AUDI"|"TT Roadster"|1984|"Petrol"|8.6|5.6|6.7|32.8|50.4|42.2|155|1306|6|74|304|41|14|NA|NA|"Gasolina"
"AUDI"|"TT Roadster"|1984|"Petrol"|8.7|5.8|6.9|32.5|48.7|40.9|158|1347|6|72|367|47|20|NA|NA|"Gasolina"
"AUDI"|"TT Roadster"|1984|"Petrol"|9.5|6.3|7.5|29.7|44.8|37.7|173|1461|6|73|387|38|21|NA|NA|"Gasolina"
"AUDI"|"TT Roadster"|1984|"Petrol"|8.6|6.2|7.1|32.8|45.6|39.8|163|1384|6|72|375|37|20|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Bentayga, MY2017"|5950|"Petrol"|19|9.6|13.1|14.9|29.4|21.6|296|2551|6|70|522|67|31|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental"|3993|"Petrol"|15.5|7.7|10.6|18.2|36.9|26.7|246|2064|6|73|401|54|32|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental"|3993|"Petrol"|15.9|8|10.9|17.7|35.5|25.9|254|2127|6|73|401|54|32|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental"|3993|"Petrol"|15.7|7.8|10.7|18|36.1|26.3|250|2095|6|73|401|54|32|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental"|3993|"Petrol"|16.1|8.1|11.1|17.5|34.7|25.5|258|2161|6|73|401|54|32|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental, MY2016"|5998|"Petrol"|21.9|9.8|14.2|12.9|28.8|19.9|330|2769|6|69|329|54|29|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental, MY2016"|5998|"Petrol"|21.7|9.9|14.3|13|28.5|19.8|333|2783|6|69|329|54|29|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental, MY2016"|5998|"Petrol"|21.8|10.3|14.6|13|27.4|19.3|338|2855|6|73|329|54|29|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Continental, MY2016"|5998|"Petrol"|22.3|10.5|14.9|12.7|26.9|19|347|2900|6|73|329|54|29|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Flying Spur, MY2015"|3993|"Petrol"|15.9|8|10.9|17.7|35.5|25.9|254|2127|6|70|401|54|32|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Flying Spur, MY2017"|3993|"Petrol"|15.9|8|10.9|17.8|35.3|25.9|254|2127|6|70|401|54|32|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Flying Spur, MY2017"|5998|"Petrol"|22.2|10.2|14.7|12.7|27.7|19.2|335|2870|6|70|454|51|35|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Mulsanne, MY2017"|6752|"Petrol"|23.4|10.1|15|12.1|28|18.8|342|2931|6|72|393|48|37|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Mulsanne, MY2017"|6752|"Petrol"|23.4|10.1|15|12.1|28|18.8|342|2931|6|72|393|48|37|NA|NA|"Gasolina"
"BENTLEY MOTORS"|"Mulsanne, MY2017"|6752|"Petrol"|23.4|10.1|15|12.1|28|18.8|342|2931|6|72|393|48|37|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|4.1|3.4|3.6|68.9|83.1|78.5|96|709|6|68|86|NA|25|52|0.07|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|4.1|3.3|3.6|68.9|85.6|78.5|94|709|6|68|173|NA|29|62|0.09|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|4.4|3.6|3.9|64.2|78.5|72.4|103|769|6|68|86|NA|25|52|0.07|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|4.5|3.5|3.9|62.8|80.7|72.4|103|769|6|68|173|NA|29|62|0.09|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|4.6|3.8|4.1|61.4|74.3|68.9|107|808|6|68|86|NA|25|52|0.07|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|4.7|3.6|4|60.1|78.5|70.6|106|788|6|68|173|NA|29|62|0.09|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1496|"Diesel"|3.9|3.1|3.4|72.4|91.1|83.1|89|670|6|68|119|NA|37|66|0.14|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|4.5|3.4|3.8|62.8|83.1|74.3|99|749|6|73|169|NA|30|36|0.09|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|4.8|3.5|4|58.9|80.7|70.6|104|788|6|75|249|NA|29|46|0.05|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|4.7|3.6|4|60.1|78.5|70.6|105|788|6|73|169|NA|30|36|0.09|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|109|808|6|75|249|NA|29|46|0.05|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|4.9|3.8|4.2|57.6|74.3|67.3|110|827|6|73|169|NA|30|36|0.09|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|114|847|6|75|249|NA|29|46|0.05|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1499|"Petrol"|5.9|4.2|4.8|47.9|67.3|58.9|112|935|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1499|"Petrol"|6.2|4.3|5|45.6|65.7|56.5|116|975|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1499|"Petrol"|6.3|4.5|5.1|44.8|62.8|55.4|119|995|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1499|"Petrol"|6.5|4.5|5.3|43.5|62.8|53.3|123|1034|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1499|"Petrol"|6.4|4.6|5.2|44.1|61.4|54.3|122|1015|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1499|"Petrol"|6.7|4.7|5.4|42.2|60.1|52.3|126|1053|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|4.9|3.7|4.1|57.6|76.3|68.9|109|808|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|5.3|3.7|4.3|53.3|76.3|65.7|114|847|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|5.1|3.9|4.3|55.4|72.4|65.7|114|847|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|5.5|3.9|4.5|51.4|72.4|62.8|118|886|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1598|"Petrol"|7.4|4.8|5.7|38.2|58.9|49.6|133|1111|6|71|293|45|15|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1598|"Petrol"|7.6|4.8|5.8|37.2|58.9|48.7|136|1131|6|73|312|42|31|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1598|"Petrol"|7.6|4.9|5.9|37.2|57.6|47.9|137|1150|6|71|293|45|15|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1598|"Petrol"|7.8|4.9|6|36.2|57.6|47.1|139|1170|6|73|312|42|31|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1995|"Diesel"|5.4|4.1|4.6|52.3|68.9|61.4|121|906|6|68|105|NA|37|45|0.01|"Diesel"
"BMW"|"1 Series 3-door F21, From September 2012"|1997|"Petrol"|8.7|5.2|6.5|32.5|54.3|43.5|151|1267|6|72|250|30|28|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|1997|"Petrol"|8.9|5.4|6.7|31.7|52.3|42.2|157|1306|6|74|383|43|33|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|2979|"Petrol"|10.3|5.9|7.5|27.4|47.9|37.7|175|1461|6|73|613|48|20|NA|NA|"Gasolina"
"BMW"|"1 Series 3-door F21, From September 2012"|2979|"Petrol"|10.9|6.4|8|25.9|44.1|35.3|188|1561|6|75|346|24|20|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|4.1|3.4|3.6|68.9|83.1|78.5|96|709|6|68|86|NA|25|52|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|4.1|3.3|3.6|68.9|85.6|78.5|94|709|6|68|173|NA|29|62|0.09|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|4.4|3.6|3.9|64.2|78.5|72.4|103|769|6|68|86|NA|25|52|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|4.5|3.5|3.9|62.8|80.7|72.4|103|769|6|68|173|NA|29|62|0.09|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|4.6|3.8|4.1|61.4|74.3|68.9|107|808|6|68|86|NA|25|52|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|4.7|3.6|4|60.1|78.5|70.6|106|788|6|68|173|NA|29|62|0.09|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1496|"Diesel"|3.9|3.1|3.4|72.4|91.1|83.1|89|670|6|68|119|NA|37|66|0.14|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|4.5|3.4|3.8|62.8|83.1|74.3|99|749|6|73|169|NA|30|36|0.09|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|4.8|3.5|4|58.9|80.7|70.6|104|788|6|75|249|NA|29|46|0.05|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|4.7|3.6|4|60.1|78.5|70.6|105|788|6|73|169|NA|30|36|0.09|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|109|808|6|75|249|NA|29|46|0.05|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|4.9|3.8|4.2|57.6|74.3|67.3|110|827|6|73|169|NA|30|36|0.09|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|114|847|6|75|249|NA|29|46|0.05|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1499|"Petrol"|5.9|4.2|4.8|47.9|67.3|58.9|112|935|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1499|"Petrol"|6.2|4.3|5|45.6|65.7|56.5|116|975|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1499|"Petrol"|6.3|4.5|5.1|44.8|62.8|55.4|119|995|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1499|"Petrol"|6.5|4.5|5.3|43.5|62.8|53.3|123|1034|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1499|"Petrol"|6.4|4.6|5.2|44.1|61.4|54.3|122|1015|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1499|"Petrol"|6.7|4.7|5.4|42.2|60.1|52.3|126|1053|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|4.9|3.7|4.1|57.6|76.3|68.9|109|808|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.3|3.7|4.3|53.3|76.3|65.7|114|847|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.1|3.9|4.3|55.4|72.4|65.7|114|847|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.5|3.9|4.5|51.4|72.4|62.8|118|886|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.5|4.3|4.7|51.4|65.7|60.1|124|926|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1598|"Petrol"|7.4|4.8|5.7|38.2|58.9|49.6|133|1111|6|71|293|45|15|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1598|"Petrol"|7.6|4.8|5.8|37.2|58.9|48.7|136|1131|6|73|312|42|31|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1598|"Petrol"|7.6|4.9|5.9|37.2|57.6|47.9|137|1150|6|71|293|45|15|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1598|"Petrol"|7.8|4.9|6|36.2|57.6|47.1|139|1170|6|73|312|42|31|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1995|"Diesel"|5.4|4.1|4.6|52.3|68.9|61.4|121|906|6|68|105|NA|37|45|0.01|"Diesel"
"BMW"|"1 Series 5-door F20, From September 2011"|1997|"Petrol"|8.7|5.2|6.5|32.5|54.3|43.5|151|1267|6|72|250|30|28|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|1997|"Petrol"|8.9|5.4|6.7|31.7|52.3|42.2|157|1306|6|74|383|43|33|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|2979|"Petrol"|10.3|5.9|7.5|27.4|47.9|37.7|175|1461|6|73|613|48|20|NA|NA|"Gasolina"
"BMW"|"1 Series 5-door F20, From September 2011"|2979|"Petrol"|10.9|6.4|8|25.9|44.1|35.3|188|1561|6|75|346|24|20|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From March 2016"|1499|"Petrol"|6.3|4.5|5.1|44.8|62.8|55.4|119|995|6|69|329|55|19|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From March 2016"|1499|"Petrol"|6.5|4.6|5.3|43.5|61.4|53.3|124|1034|6|69|329|55|19|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From March 2016"|1995|"Diesel"|4.8|4|4.3|58.9|70.6|65.7|113|847|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From March 2016"|1995|"Diesel"|5|4.1|4.4|56.5|68.9|64.2|117|867|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From March 2016"|1995|"Diesel"|5.3|4.4|4.7|53.3|64.2|60.1|124|926|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From March 2016"|1995|"Diesel"|5.5|4.6|4.9|51.4|61.4|57.6|129|966|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1496|"Diesel"|4.4|3.6|3.9|64.2|78.5|72.4|103|769|6|67|95|NA|61|87|0.2|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1496|"Diesel"|4.4|3.4|3.8|64.2|83.1|74.3|99|749|6|69|99|NA|53|79|0|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1496|"Diesel"|4.7|3.8|4.1|60.1|74.3|68.9|108|808|6|67|95|NA|61|87|0.2|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1496|"Diesel"|4.6|3.6|3.9|61.4|78.5|72.4|104|769|6|69|99|NA|53|79|0|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|4.7|3.8|4.1|60.1|74.3|68.9|109|808|6|71|143|NA|32|39|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|4.8|3.7|4.1|58.9|76.3|68.9|109|808|6|70|269|NA|44|88|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|4.9|4|4.3|57.6|70.6|65.7|114|847|6|71|143|NA|32|39|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|5.1|3.9|4.3|55.4|72.4|65.7|114|847|6|70|269|NA|44|88|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1499|"Petrol"|6.3|4.4|5.1|44.8|64.2|55.4|119|995|6|69|264|36|11|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1499|"Petrol"|6.1|4.3|4.9|46.3|65.7|57.6|115|957|6|69|329|55|19|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1499|"Petrol"|6.5|4.6|5.3|43.5|61.4|53.3|124|1034|6|69|264|36|11|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1499|"Petrol"|6.4|4.5|5.2|44.1|62.8|54.3|120|1015|6|69|329|55|19|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|4.8|3.9|4.3|58.9|72.4|65.7|112|847|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|115|867|6|71|205|NA|34|74|0.2|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|5|4.1|4.4|56.5|68.9|64.2|116|867|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|71|205|NA|34|74|0.2|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|5.2|4.3|4.6|54.3|65.7|61.4|122|906|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1995|"Diesel"|5.4|4.5|4.8|52.3|62.8|58.9|127|945|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1998|"Petrol"|7|4.8|5.6|40.4|58.9|50.4|130|1093|6|71|404|65|19|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1998|"Petrol"|7.7|4.8|5.9|36.7|58.9|47.9|137|1150|6|73|572|40|25|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1998|"Petrol"|7.2|4.9|5.8|39.2|57.6|48.7|134|1131|6|71|404|65|19|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1998|"Petrol"|8|5|6.1|35.3|56.5|46.3|142|1190|6|73|572|40|25|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1998|"Petrol"|8.1|5.4|6.4|34.9|52.3|44.1|148|1249|6|70|304|46|28|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1998|"Petrol"|8.3|5.5|6.5|34|51.4|43.5|152|1267|6|70|304|46|28|NA|NA|"Gasolina"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1499|"Electricity / Petrol"|NA|NA|2|NA|NA|141.2|46|390|6|68|106|8|3|NA|NA|"HEV"
"BMW"|"2 Series Active Tourer F45, From September 2014"|1499|"Electricity / Petrol"|NA|NA|2.1|NA|NA|134.5|49|410|6|68|106|8|3|NA|NA|"HEV"
"BMW"|"2 Series Convertible F23, From February 2015"|1499|"Petrol"|6.9|4.9|5.6|40.9|57.6|50.4|131|1093|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1499|"Petrol"|7.3|5|5.8|38.7|56.5|48.7|136|1131|6|71|145|20|12|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1499|"Petrol"|7.1|5|5.8|39.8|56.5|48.7|134|1131|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1499|"Petrol"|7.5|5.1|6|37.7|55.4|47.1|139|1170|6|71|145|20|12|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1995|"Diesel"|5|3.9|4.3|56.5|72.4|65.7|113|847|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"2 Series Convertible F23, From February 2015"|1995|"Diesel"|5.7|4|4.6|49.6|70.6|61.4|121|906|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"2 Series Convertible F23, From February 2015"|1995|"Diesel"|5.2|4|4.4|54.3|70.6|64.2|117|867|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"2 Series Convertible F23, From February 2015"|1995|"Diesel"|5.8|4.1|4.7|48.7|68.9|60.1|124|926|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"2 Series Convertible F23, From February 2015"|1997|"Petrol"|9.2|5.3|6.7|30.7|53.3|42.2|157|1306|6|70|288|31|38|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1997|"Petrol"|8.5|5.1|6.3|33.2|55.4|44.8|148|1230|6|71|263|36|36|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1997|"Petrol"|9.4|5.4|6.9|30.1|52.3|40.9|161|1347|6|70|288|31|38|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1997|"Petrol"|8.7|5.2|6.5|32.5|54.3|43.5|152|1267|6|71|263|36|36|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1995|"Diesel"|5.7|4.4|4.9|49.6|64.2|57.6|128|966|6|68|105|NA|37|45|0|"Diesel"
"BMW"|"2 Series Convertible F23, From February 2015"|1997|"Petrol"|9|5.4|6.7|31.4|52.3|42.2|157|1306|6|72|250|30|28|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|1997|"Petrol"|9.3|5.6|7|30.4|50.4|40.4|163|1364|6|74|383|43|33|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|2979|"Petrol"|10.7|6.2|7.9|26.4|45.6|35.8|184|1539|6|73|613|48|20|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From February 2015"|2979|"Petrol"|11.5|6.8|8.5|24.6|41.5|33.2|199|1660|6|75|346|24|20|NA|NA|"Gasolina"
"BMW"|"2 Series Convertible F23, From July 2015"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|73|169|NA|30|36|0.1|"Diesel"
"BMW"|"2 Series Convertible F23, From July 2015"|1995|"Diesel"|5.5|4.1|4.6|51.4|68.9|61.4|122|906|6|75|249|NA|28|46|0.1|"Diesel"
"BMW"|"2 Series Convertible F23, From July 2015"|1995|"Diesel"|5.4|3.9|4.5|52.3|72.4|62.8|118|886|6|73|169|NA|30|36|0.1|"Diesel"
"BMW"|"2 Series Convertible F23, From July 2015"|1995|"Diesel"|5.6|4.2|4.7|50.4|67.3|60.1|124|926|6|75|249|NA|28|46|0.1|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5.1|3.8|4.3|55.4|74.3|65.7|113|847|6|75|249|27|29|46|0.1|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|4.9|3.6|4.1|57.6|78.5|68.9|108|808|6|73|169|NA|30|36|0.1|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|75|249|27|29|46|0.1|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5|3.8|4.2|56.5|74.3|67.3|111|827|6|73|169|NA|30|36|0.1|"Diesel"
"BMW"|"Coupe"|1499|"Petrol"|6.5|4.6|5.3|43.5|61.4|53.3|124|1034|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"Coupe"|1499|"Petrol"|6.7|4.6|5.4|42.2|61.4|52.3|125|1053|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"Coupe"|1499|"Petrol"|6.8|4.8|5.5|41.5|58.9|51.4|129|1072|6|66|216|38|11|NA|NA|"Gasolina"
"BMW"|"Coupe"|1499|"Petrol"|6.9|4.8|5.6|40.9|58.9|50.4|130|1093|6|71|164|41|16|NA|NA|"Gasolina"
"BMW"|"Coupe"|1995|"Diesel"|4.6|3.6|3.9|61.4|78.5|72.4|104|769|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5.3|3.7|4.3|53.3|76.3|65.7|112|847|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|4.8|3.7|4.1|58.9|76.3|68.9|107|808|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5.4|3.8|4.4|52.3|74.3|64.2|115|867|6|71|181|NA|24|41|0.02|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"Coupe"|1995|"Diesel"|5.5|4.3|4.7|51.4|65.7|60.1|124|926|6|69|102|NA|20|26|0.07|"Diesel"
"BMW"|"Coupe"|1997|"Petrol"|8.6|4.9|6.3|32.8|57.6|44.8|146|1230|6|74|288|31|38|NA|NA|"Gasolina"
"BMW"|"Coupe"|1997|"Petrol"|8|4.7|5.9|35.3|60.1|47.9|138|1150|6|71|263|36|36|NA|NA|"Gasolina"
"BMW"|"Coupe"|1997|"Petrol"|8.7|5.1|6.4|32.5|55.4|44.1|149|1249|6|74|288|31|38|NA|NA|"Gasolina"
"BMW"|"Coupe"|1997|"Petrol"|8.1|4.8|6|34.9|58.9|47.1|141|1170|6|71|263|36|36|NA|NA|"Gasolina"
"BMW"|"Coupe"|1995|"Diesel"|5.4|4.1|4.6|52.3|68.9|61.4|121|906|6|68|105|NA|37|45|0.08|"Diesel"
"BMW"|"Coupe"|1997|"Petrol"|8.8|5.4|6.6|32.1|52.3|42.8|155|1287|6|74|383|43|33|NA|NA|"Gasolina"
"BMW"|"Coupe"|1997|"Petrol"|8.5|5.1|6.4|33.2|55.4|44.1|149|1249|6|72|250|30|28|NA|NA|"Gasolina"
"BMW"|"Coupe"|2979|"Petrol"|10.3|5.9|7.6|27.4|47.9|37.2|176|1481|6|73|613|48|20|NA|NA|"Gasolina"
"BMW"|"Coupe"|2979|"Petrol"|10.9|6.4|8.1|25.9|44.1|34.9|189|1579|6|75|346|24|20|NA|NA|"Gasolina"
