"Manufacturer"|"Model"|"EngineCapacity"|"FuelType"|"MetricUrbanCold"|"MetricExtraUrban"|"MetricCombined"|"ImperialUrbanCold"|"ImperialExtraUrban"|"ImperialCombined"|"CO2gkm"|"FuelCost12000Miles"|"EuroStandard"|"NoiseLeveldBA"|"EmissionsCOmgkm"|"THCEmissionsmgkm"|"EmissionsNOxmgkm"|"THC+NOxEmissionsmgkm"|"ParticulatesNo_mgkm"|"Tipo"
"TOYOTA"|"Verso, MY2015"|1798|"Petrol"|8.4|5.3|6.5|33.6|53.3|43.5|150|1267|6|74|278|47|14|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|998|"Petrol"|5.2|3.8|4.3|54.3|74.3|65.7|99|839|6|72|388|38|15|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|1329|"Petrol"|6.2|4.2|4.9|45.6|67.3|57.7|114|955|6|72|312|41|8|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|1329|"Petrol"|6.4|4.1|4.9|44.1|68.9|57.7|114|955|6|72|312|41|8|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|1329|"Petrol"|6.5|4.3|5.1|43.5|65.7|55.4|119|995|6|72|312|41|8|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|1329|"Petrol"|6.3|4.5|5.1|44.8|62.8|55.4|119|995|6|72|312|41|8|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|1329|"Petrol"|6.4|4.1|4.9|44.1|68.9|57.7|114|955|6|72|312|41|8|NA|NA|"Gasolina"
"TOYOTA"|"Yaris, 2016"|1364|"Diesel"|4.2|3.1|3.5|67.3|91.1|80.7|91|690|6|71|35|NA|50|65|0|"Diesel"
"TOYOTA"|"Yaris, 2016"|1364|"Diesel"|4.6|3.5|3.9|61.4|80.7|72.4|102|769|6|71|35|NA|50|65|0|"Diesel"
"TOYOTA"|"Yaris, 2016"|1497|"Petrol Hybrid"|3.3|3.6|3.6|85.6|78.5|78.5|82|702|6|74|197|43|6|NA|NA|"HEV"
"TOYOTA"|"Yaris, 2016"|1497|"Petrol Hybrid"|3.3|3.6|3.6|85.6|78.5|78.5|82|702|6|73|197|43|6|NA|NA|"HEV"
"TOYOTA"|"Yaris, 2016"|1497|"Petrol Hybrid"|3.1|3.3|3.3|91.1|85.6|85.6|75|644|6|73|197|43|6|NA|NA|"HEV"
"TOYOTA"|"Yaris, 2016"|1497|"Petrol Hybrid"|3.3|3.6|3.6|85.6|78.5|78.5|82|702|6|74|197|43|6|NA|NA|"HEV"
"TOYOTA"|"Yaris, 2016"|1498|"Petrol Hybrid"|3.1|3.3|3.3|91.1|85.6|85.6|75|644|6|73|197|43|6|NA|NA|"HEV"
"TOYOTA"|"Yaris, 2016"|1497|"Petrol Hybrid"|3.1|3.3|3.3|91.1|85.6|85.6|75|644|6|73|197|43|6|NA|NA|"HEV"
"TOYOTA"|"Yaris, 2016"|1497|"Petrol Hybrid"|3.3|3.6|3.6|85.6|78.5|78.5|82|702|6|74|197|43|6|NA|NA|"HEV"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6.3|4.4|5.1|44.8|64.2|55.4|119|995|6|71|404|31|22|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6.3|4.4|5.1|44.8|64.2|55.4|119|995|6|71|404|31|22|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6.3|4.4|5.1|44.8|64.2|55.4|119|995|6|71|404|31|22|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1229|"Petrol"|7.2|4.3|5.3|39.2|65.7|53.3|125|1034|6|69|475|38|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1229|"Petrol"|7.2|4.3|5.3|39.2|65.7|53.3|125|1034|6|69|475|38|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1229|"Petrol"|7.2|4.3|5.3|39.2|65.7|53.3|125|1034|6|69|475|38|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1398|"Petrol"|6.6|4.2|5.1|42.8|67.3|55.4|119|995|6|70|521|30|23|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1364|"Petrol"|7.6|4.9|5.9|37.2|57.6|47.9|139|1150|6|74|257|15|27|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1398|"Petrol"|6.6|4.1|5|42.8|68.9|56.5|118|975|6|68|527|35|18|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2015"|1398|"Petrol"|7.1|4.5|5.4|39.8|62.8|52.3|125|1053|6|70|652|42|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2016"|999|"Petrol"|6.1|4.3|5|46.3|65.7|56.5|115|975|6|71|405|23|18|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2016"|1229|"Petrol"|7.2|4.3|5.3|39.2|65.7|53.3|125|1034|6|69|475|38|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2016"|1229|"Petrol"|7.2|4.3|5.3|39.2|65.7|53.3|125|1034|6|69|475|38|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2016"|1398|"Petrol"|7.1|4.5|5.4|39.8|62.8|52.3|125|1053|6|70|652|42|13|NA|NA|"Gasolina"
"VAUXHALL"|"Adam 3 Door Hatchback, Model Year 2016"|1364|"Petrol"|7.6|4.9|5.9|37.2|57.6|47.9|139|1150|6|74|257|15|27|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2015"|1398|"Petrol"|7.4|4.9|5.8|38.2|57.6|48.7|136|1131|6|70|546|43|20|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2015"|1598|"Diesel"|3.9|3.5|3.7|72.4|80.7|76.3|97|729|6|70|113|NA|39|65|0.5|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2015"|1598|"Diesel"|4.6|3.6|3.9|61.4|78.5|72.4|104|769|6|72|110|NA|27|54|0.29|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2015"|1598|"Petrol"|8.4|5.3|6.5|33.6|53.3|43.5|152|1267|6|71|475|24|17|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2015"|1598|"Petrol"|8.4|5.3|6.5|33.6|53.3|43.5|152|1267|6|71|475|24|17|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|999|"Petrol"|5.2|3.9|4.4|54.3|72.4|64.2|102|858|6|73|484|37|21|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|999|"Petrol"|5.2|3.9|4.4|54.3|72.4|64.2|102|858|6|70|484|37|21|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|999|"Petrol"|5.2|3.9|4.4|54.3|72.4|64.2|102|858|6|70|484|37|21|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.2|5.4|38.7|67.3|52.3|124|1053|6|70|508|21|13|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.5|4.4|5.5|37.7|64.2|51.4|128|1072|6|70|508|21|13|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|128|1072|6|70|632|40|11|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.1|4.4|5.4|39.8|64.2|52.3|124|1053|6|70|484|38|27|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|128|1072|6|70|632|40|11|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|128|1072|6|70|632|40|11|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|128|1072|6|70|632|40|11|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|128|1072|6|70|632|40|11|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.2|4.5|5.5|39.2|62.8|51.4|127|1072|6|70|484|38|10|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1399|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|128|1072|6|70|632|40|11|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|4.2|3.3|3.7|67.3|85.6|76.3|97|729|6|70|257|NA|39|77|0|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|4.2|3.3|3.7|67.3|85.6|76.3|97|729|6|70|243|NA|29|65|0.19|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|5.2|3.6|4.2|54.3|78.5|67.3|111|827|6|70|321|NA|25|79|0.4|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|4.2|3.3|3.7|67.3|85.6|76.3|97|729|6|70|257|NA|39|77|0|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|4.5|3.5|3.9|62.8|80.7|72.4|103|769|6|71|224|NA|54|93|0.05|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|5.6|3.9|4.5|50.4|72.4|62.8|119|886|6|71|15|NA|19|35|0.11|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|4.5|3.5|3.9|62.8|80.7|72.4|103|769|6|71|224|NA|54|93|0.05|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|4.5|3.5|3.9|62.8|80.7|72.4|103|769|6|71|224|NA|54|93|0.05|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Diesel"|5.2|3.6|4.2|54.3|78.5|67.3|111|827|6|70|321|NA|25|79|0.4|"Diesel"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Petrol"|8|5|6.1|35.3|56.5|46.3|141|1190|6|71|222|39|30|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Petrol"|8|5|6.1|35.3|56.5|46.2|141|1193|6|71|222|39|30|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Hatchback, Model Year 2016"|1598|"Petrol"|8|5|6.1|35.3|56.5|46.3|141|1190|6|71|222|39|30|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2015"|1598|"Diesel"|4.6|3.6|3.9|61.4|78.5|72.4|104|769|6|72|110|NA|27|54|0.29|"Diesel"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2015"|1598|"Diesel"|3.9|3.5|3.7|72.4|80.7|76.3|97|729|6|70|113|NA|39|65|0.46|"Diesel"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2015"|1598|"Petrol"|10|5.9|7.4|28.2|47.9|38.2|174|1442|6|72|487|26|18|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2015"|1598|"Petrol"|8.5|5.4|6.6|33.2|52.3|42.8|154|1287|6|71|475|24|17|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2015"|1598|"Diesel"|4.2|3.3|3.7|67.3|85.6|76.3|97|729|6|70|257|NA|39|77|0|"Diesel"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2016"|1399|"Petrol"|7.4|4.6|5.6|38.2|61.4|50.4|130|1093|6|70|644|58|18|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2016"|1399|"Petrol"|7.4|4.6|5.6|38.2|61.4|50.4|130|1093|6|70|644|58|18|NA|NA|"Gasolina"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2016"|1598|"Diesel"|3.9|3.2|3.5|72.4|88.3|80.7|92|690|6|70|269|NA|48|80|0.07|"Diesel"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2016"|1598|"Diesel"|4.7|3.5|3.9|60.1|80.7|72.4|104|769|6|71|171|NA|33|68|1.68|"Diesel"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2016"|1598|"Diesel"|4.7|3.5|3.9|60.1|80.7|72.4|104|769|6|71|171|NA|33|68|1.68|"Diesel"
"VAUXHALL"|"Astra 5 Door Sports Tourer, Model Year 2016"|1598|"Diesel"|5.2|3.7|4.2|54.3|76.3|67.3|112|827|6|70|321|NA|25|79|0.4|"Diesel"
"VAUXHALL"|"Astra GTC, Model Year 2015"|1364|"Petrol"|8.5|5.4|6.6|33.2|52.3|42.8|154|1287|6|72|362|27|15|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2015"|1364|"Petrol"|7.6|5.2|6|37.2|54.3|47.1|142|1170|6|72|581|35|14|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2015"|1364|"Petrol"|7.6|5.2|6|37.2|54.3|47.1|142|1170|6|72|581|35|14|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2015"|1598|"Diesel"|5.1|3.9|4.4|55.4|72.4|64.2|115|867|6|72|93|NA|27|55|0.7|"Diesel"
"VAUXHALL"|"Astra GTC, Model Year 2015"|1598|"Petrol"|8.2|5.3|6.3|34.4|53.3|44.8|149|1230|6|73|128|27|30|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2015"|1598|"Petrol"|8.4|5.5|6.6|33.6|51.4|42.8|154|1287|6|74|477|46|14|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2016"|1364|"Petrol"|7.6|5.2|6|37.2|54.3|47.1|142|1170|6|72|581|35|14|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2016"|1364|"Petrol"|8.5|5.4|6.6|33.2|52.3|42.8|154|1287|6|72|362|27|15|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2016"|1598|"Diesel"|5|4|4.3|56.5|70.6|65.7|115|847|6|72|204|NA|44|83|0.32|"Diesel"
"VAUXHALL"|"Astra GTC, Model Year 2016"|1598|"Petrol"|8.2|5.3|6.3|34.4|53.3|44.8|149|1230|6|73|128|27|30|NA|NA|"Gasolina"
"VAUXHALL"|"Astra GTC, Model Year 2016"|1998|"Petrol"|10.2|6.5|7.8|27.7|43.5|36.2|184|1522|6|75|535|25|24|NA|NA|"Gasolina"
"VAUXHALL"|"Cascada, Model Year 2015"|1364|"Petrol"|7.9|5.5|6.4|35.8|51.4|44.1|149|1249|6|72|581|35|14|NA|NA|"Gasolina"
"VAUXHALL"|"Cascada, Model Year 2015"|1598|"Petrol"|9.5|6.1|7.3|29.7|46.3|38.7|172|1424|6|73|172|48|24|NA|NA|"Gasolina"
"VAUXHALL"|"Cascada, Model Year 2016"|1364|"Petrol"|7.9|5.5|6.4|35.8|51.4|44.1|149|1249|6|72|581|35|14|NA|NA|"Gasolina"
"VAUXHALL"|"Cascada, Model Year 2016"|1598|"Petrol"|9.5|6.1|7.3|29.7|46.3|38.7|172|1424|6|73|172|48|24|NA|NA|"Gasolina"
"VAUXHALL"|"Cascada, Model Year 2016"|1956|"Diesel"|6|4.2|4.9|47.1|67.3|57.6|129|966|6|71|87|NA|14|77|0.21|"Diesel"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6|4.2|4.9|47.1|67.3|57.6|114|957|6|71|367|35|25|NA|NA|"Gasolina"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6|4.3|4.9|47.1|65.7|57.6|115|957|6|71|367|35|25|NA|NA|"Gasolina"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6|4.3|4.9|47.1|65.7|57.6|115|957|6|71|367|35|25|NA|NA|"Gasolina"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|999|"Petrol"|6|4.2|4.9|47.1|67.3|57.6|114|957|6|71|367|35|25|NA|NA|"Gasolina"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|1229|"Petrol"|6.7|4.6|5.4|42.2|61.4|52.3|126|1053|6|70|553|43|45|NA|NA|"Gasolina"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|1229|"Petrol"|6.6|4.5|5.3|42.8|62.8|53.3|124|1034|6|70|553|43|45|NA|NA|"Gasolina"
"VAUXHALL"|"Corsa 3 Door Hatchback, Model Year 2015"|1229|"Petrol"|6.7|4.6|5.4|42.2|61.4|52.3|126|1053|6|70|553|43|45|NA|NA|"Gasolina"
